Country,Year,Month,Region,Fires_Count,Burned_Area_Ha,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh
Canada,1973,May,British Columbia,249,33639,Human,26,10,22
Canada,1973,July,Alberta,198,26907,Human,18,36,67
France,1973,October,Corsica,417,86398,Unknown,32,40,20
France,1973,July,Provence,305,81719,Climate Change,37,93,28
China,1973,June,Yunnan,460,70262,Human,40,32,65
China,1973,August,Sichuan,227,179,Deforestation,24,52,11
India,1973,September,Madhya Pradesh,461,17607,Deforestation,33,68,20
India,1973,August,Assam,322,95420,Unknown,44,9,19
Turkey,1974,July,Mugla,115,89464,Lightning,20,54,67
Turkey,1974,July,Antalya,261,34588,Lightning,37,5,20
Turkey,1974,October,Izmir,455,99301,Climate Change,31,86,23
Spain,1974,May,Catalonia,287,46490,Climate Change,46,64,29
Spain,1974,August,Andalusia,380,87853,Unknown,39,89,27
USA,1974,August,California,335,5930,Human,32,11,57
USA,1974,August,Texas,170,84142,Unknown,30,55,28
USA,1974,July,Oregon,79,76575,Deforestation,26,44,68
Brazil,1974,June,Amazonas,256,27415,Climate Change,48,88,3
Brazil,1974,May,Mato Grosso,280,92549,Human,25,27,39
Greece,1974,August,Athens,327,35233,Unknown,44,91,66
Greece,1974,May,Crete,408,48345,Deforestation,49,8,11
Australia,1974,July,New South Wales,353,98697,Human,22,85,64
Australia,1974,May,Victoria,147,21840,Climate Change,17,70,36
Portugal,1974,May,Lisbon,447,10995,Climate Change,35,16,13
Portugal,1974,May,Porto,216,66635,Human,35,64,53
Italy,1974,October,Sicily,427,54604,Human,36,30,8
Italy,1974,October,Sardinia,222,13179,Unknown,22,58,10
Russia,1974,July,Siberia,186,97912,Unknown,34,67,17
Russia,1974,June,Far East,367,5949,Climate Change,19,15,30
Canada,1974,September,British Columbia,339,92329,Deforestation,34,38,61
Canada,1974,August,Alberta,450,83045,Unknown,30,23,50
France,1974,October,Corsica,476,82047,Climate Change,24,53,49
France,1974,May,Provence,476,13255,Climate Change,43,62,49
China,1974,July,Yunnan,483,33870,Human,18,82,43
China,1974,June,Sichuan,191,35397,Lightning,37,77,9
India,1974,September,Madhya Pradesh,402,13610,Human,17,82,18
India,1974,June,Assam,176,60049,Lightning,42,18,10
Turkey,1975,July,Mugla,158,42213,Deforestation,31,38,20
Turkey,1975,June,Antalya,273,41704,Lightning,37,92,30
Turkey,1975,June,Izmir,467,37732,Unknown,28,63,32
Spain,1975,October,Catalonia,386,27412,Climate Change,45,41,16
Spain,1975,August,Andalusia,495,86824,Unknown,47,15,44
USA,1975,October,California,155,23202,Lightning,29,91,48
USA,1975,October,Texas,276,19793,Unknown,44,13,66
USA,1975,July,Oregon,362,25323,Deforestation,32,86,59
Brazil,1975,May,Amazonas,292,82264,Climate Change,35,50,32
Brazil,1975,September,Mato Grosso,404,79889,Human,38,93,62
Greece,1975,October,Athens,183,91937,Deforestation,31,46,46
Greece,1975,October,Crete,200,53550,Lightning,48,27,62
Australia,1975,September,New South Wales,273,96067,Lightning,27,92,29
Australia,1975,July,Victoria,470,41157,Lightning,15,47,43
Portugal,1975,June,Lisbon,258,28959,Human,30,43,16
Portugal,1975,September,Porto,165,69528,Human,48,21,7
Italy,1975,September,Sicily,236,33163,Climate Change,26,11,14
Italy,1975,May,Sardinia,8,82197,Lightning,17,16,66
Russia,1975,July,Siberia,367,16176,Human,22,36,52
Russia,1975,May,Far East,294,27206,Lightning,38,58,19
Canada,1975,June,British Columbia,434,74259,Human,37,93,28
Canada,1975,May,Alberta,345,23454,Human,24,29,58
France,1975,June,Corsica,379,89299,Unknown,27,18,67
France,1975,June,Provence,487,13779,Unknown,23,35,54
China,1975,July,Yunnan,170,35371,Deforestation,16,20,17
China,1975,October,Sichuan,190,83559,Lightning,32,51,33
India,1975,October,Madhya Pradesh,424,55404,Unknown,43,20,22
India,1975,June,Assam,384,80670,Deforestation,42,59,32
Turkey,1976,May,Mugla,219,42527,Human,31,50,50
Turkey,1976,May,Antalya,302,48634,Deforestation,39,36,4
Turkey,1976,August,Izmir,464,81222,Human,46,11,59
Spain,1976,September,Catalonia,116,71827,Deforestation,21,41,56
Spain,1976,July,Andalusia,45,57284,Unknown,47,44,35
USA,1976,October,California,488,11326,Deforestation,19,67,11
USA,1976,July,Texas,251,63472,Climate Change,19,62,60
USA,1976,August,Oregon,132,59166,Climate Change,36,19,2
Brazil,1976,October,Amazonas,42,87502,Climate Change,15,15,59
Brazil,1976,July,Mato Grosso,132,8203,Deforestation,20,32,32
Greece,1976,September,Athens,366,15129,Unknown,31,42,10
Greece,1976,June,Crete,216,27825,Lightning,43,66,26
Australia,1976,August,New South Wales,358,5939,Human,17,91,12
Australia,1976,June,Victoria,196,50834,Human,43,63,51
Portugal,1976,September,Lisbon,220,61952,Climate Change,40,71,3
Portugal,1976,May,Porto,260,49654,Lightning,33,69,63
Italy,1976,July,Sicily,442,82192,Unknown,49,73,39
Italy,1976,August,Sardinia,405,58081,Climate Change,35,57,32
Russia,1976,October,Siberia,143,49394,Lightning,24,57,49
Russia,1976,September,Far East,112,11010,Lightning,37,20,26
Canada,1976,June,British Columbia,298,85194,Lightning,39,20,60
Canada,1976,September,Alberta,95,22469,Deforestation,15,17,31
France,1976,September,Corsica,278,689,Climate Change,46,75,51
France,1976,August,Provence,373,66894,Deforestation,41,64,34
China,1976,September,Yunnan,131,29504,Human,33,89,42
China,1976,September,Sichuan,93,45197,Deforestation,47,24,26
India,1976,June,Madhya Pradesh,108,78871,Unknown,46,37,69
India,1976,July,Assam,266,42792,Climate Change,32,39,35
Turkey,1977,August,Mugla,150,37196,Deforestation,40,90,62
Turkey,1977,July,Antalya,82,42178,Lightning,38,89,49
Turkey,1977,June,Izmir,347,13494,Human,27,7,54
Spain,1977,August,Catalonia,426,71702,Unknown,17,68,69
Spain,1977,September,Andalusia,246,57021,Human,24,12,13
USA,1977,October,California,254,3742,Deforestation,41,54,24
USA,1977,June,Texas,101,47665,Climate Change,26,22,22
USA,1977,September,Oregon,115,22605,Human,23,27,12
Brazil,1977,June,Amazonas,290,50437,Climate Change,19,65,39
Brazil,1977,August,Mato Grosso,414,51872,Lightning,37,50,31
Greece,1977,July,Athens,480,91396,Lightning,17,73,43
Greece,1977,October,Crete,190,83100,Human,23,64,60
Australia,1977,October,New South Wales,110,53125,Climate Change,47,29,43
Australia,1977,September,Victoria,157,1561,Deforestation,23,71,16
Portugal,1977,August,Lisbon,241,7817,Unknown,37,41,63
Portugal,1977,May,Porto,425,98139,Climate Change,47,37,8
Italy,1977,October,Sicily,137,45905,Climate Change,39,21,57
Italy,1977,June,Sardinia,139,51929,Lightning,33,11,41
Russia,1977,September,Siberia,191,72277,Deforestation,15,58,41
Russia,1977,September,Far East,304,77858,Lightning,29,25,51
Canada,1977,May,British Columbia,115,52247,Unknown,23,24,19
Canada,1977,August,Alberta,34,61515,Human,38,92,48
France,1977,July,Corsica,226,96957,Lightning,43,81,69
France,1977,September,Provence,405,18529,Human,19,92,51
China,1977,August,Yunnan,50,81263,Climate Change,22,69,10
China,1977,August,Sichuan,390,32433,Climate Change,16,72,49
India,1977,June,Madhya Pradesh,135,61929,Climate Change,17,14,44
India,1977,July,Assam,274,28920,Unknown,42,25,37
Turkey,1978,October,Mugla,170,50425,Deforestation,24,65,12
Turkey,1978,September,Antalya,298,42917,Human,45,39,38
Turkey,1978,August,Izmir,27,77323,Lightning,39,85,16
Spain,1978,September,Catalonia,241,82919,Human,36,85,18
Spain,1978,June,Andalusia,350,56272,Unknown,49,10,69
USA,1978,June,California,394,18301,Climate Change,41,45,39
USA,1978,October,Texas,212,74776,Lightning,45,87,58
USA,1978,July,Oregon,412,95389,Human,37,8,11
Brazil,1978,May,Amazonas,471,79218,Deforestation,48,67,20
Brazil,1978,May,Mato Grosso,67,69915,Climate Change,48,21,19
Greece,1978,May,Athens,326,86550,Human,24,41,49
Greece,1978,September,Crete,60,6874,Unknown,45,59,39
Australia,1978,July,New South Wales,205,72527,Lightning,29,20,54
Australia,1978,May,Victoria,59,62871,Unknown,44,14,8
Portugal,1978,August,Lisbon,423,3643,Unknown,34,53,60
Portugal,1978,May,Porto,94,51581,Unknown,49,47,34
Italy,1978,August,Sicily,466,32452,Climate Change,38,19,18
Italy,1978,August,Sardinia,258,94970,Lightning,28,16,69
Russia,1978,July,Siberia,370,74518,Climate Change,27,61,56
Russia,1978,June,Far East,367,65535,Human,33,50,4
Canada,1978,July,British Columbia,408,65660,Deforestation,31,65,56
Canada,1978,July,Alberta,466,24348,Deforestation,17,38,42
France,1978,October,Corsica,234,35832,Human,45,31,38
France,1978,June,Provence,186,75090,Human,33,46,37
China,1978,June,Yunnan,191,48267,Climate Change,21,8,16
China,1978,August,Sichuan,180,27497,Unknown,23,39,69
India,1978,June,Madhya Pradesh,81,6774,Lightning,39,48,59
India,1978,May,Assam,481,7643,Unknown,26,74,11
Turkey,1979,June,Mugla,380,67068,Deforestation,37,11,52
Turkey,1979,May,Antalya,420,76541,Human,36,17,13
Turkey,1979,May,Izmir,165,45399,Deforestation,31,72,40
Spain,1979,May,Catalonia,45,20240,Lightning,48,92,14
Spain,1979,May,Andalusia,496,2082,Deforestation,37,58,48
USA,1979,June,California,261,62449,Deforestation,24,69,68
USA,1979,May,Texas,54,9629,Climate Change,41,61,19
USA,1979,June,Oregon,499,52592,Climate Change,30,76,44
Brazil,1979,October,Amazonas,206,3674,Human,45,80,10
Brazil,1979,September,Mato Grosso,77,49811,Lightning,44,91,12
Greece,1979,October,Athens,344,38518,Unknown,40,78,25
Greece,1979,September,Crete,129,47319,Climate Change,48,33,37
Australia,1979,July,New South Wales,226,225,Human,27,28,55
Australia,1979,June,Victoria,351,88248,Unknown,15,83,68
Portugal,1979,October,Lisbon,338,54042,Human,22,94,21
Portugal,1979,July,Porto,471,92187,Human,38,14,53
Italy,1979,June,Sicily,294,263,Climate Change,30,83,19
Italy,1979,October,Sardinia,292,29582,Deforestation,15,39,51
Russia,1979,August,Siberia,208,23774,Lightning,33,67,50
Russia,1979,August,Far East,238,95129,Human,46,57,33
Canada,1979,October,British Columbia,425,73923,Deforestation,44,62,33
Canada,1979,September,Alberta,70,21358,Deforestation,34,41,50
France,1979,July,Corsica,443,9995,Climate Change,38,52,8
France,1979,July,Provence,205,9236,Human,17,90,41
China,1979,July,Yunnan,472,85635,Unknown,21,24,36
China,1979,August,Sichuan,412,14987,Climate Change,18,65,66
India,1979,October,Madhya Pradesh,469,47461,Unknown,25,47,41
India,1979,May,Assam,171,88191,Unknown,43,27,52
Turkey,1980,May,Mugla,305,94536,Deforestation,24,11,16
Turkey,1980,September,Antalya,366,20753,Lightning,35,91,62
Turkey,1980,August,Izmir,224,13472,Deforestation,26,92,67
Spain,1980,October,Catalonia,427,65034,Deforestation,28,34,49
Spain,1980,July,Andalusia,35,17230,Lightning,39,72,52
USA,1980,September,California,488,99937,Lightning,17,84,57
USA,1980,July,Texas,434,57330,Human,35,69,28
USA,1980,August,Oregon,89,97367,Lightning,19,13,21
Brazil,1980,October,Amazonas,86,47072,Lightning,23,75,31
Brazil,1980,September,Mato Grosso,214,57203,Climate Change,19,33,48
Greece,1980,September,Athens,367,10721,Human,33,39,61
Greece,1980,October,Crete,192,54941,Deforestation,48,49,51
Australia,1980,June,New South Wales,275,77042,Unknown,46,89,65
Australia,1980,May,Victoria,486,57155,Lightning,37,41,42
Portugal,1980,September,Lisbon,317,52420,Human,35,50,61
Portugal,1980,October,Porto,492,118,Deforestation,23,73,6
Italy,1980,May,Sicily,414,58870,Unknown,30,75,19
Italy,1980,September,Sardinia,291,11494,Human,22,69,63
Russia,1980,July,Siberia,405,77266,Human,25,45,63
Russia,1980,June,Far East,184,23333,Unknown,42,79,68
Canada,1980,September,British Columbia,120,23608,Climate Change,25,48,54
Canada,1980,September,Alberta,378,86743,Climate Change,17,17,12
France,1980,July,Corsica,345,54615,Climate Change,21,21,49
France,1980,October,Provence,195,32291,Human,25,81,66
China,1980,June,Yunnan,141,12936,Human,21,18,49
China,1980,October,Sichuan,294,819,Deforestation,20,12,25
India,1980,July,Madhya Pradesh,8,96356,Lightning,23,67,11
India,1980,June,Assam,438,37007,Human,38,89,59
Turkey,1981,May,Mugla,324,55617,Lightning,32,16,36
Turkey,1981,May,Antalya,364,29372,Human,30,64,69
Turkey,1981,September,Izmir,426,81746,Unknown,36,12,64
Spain,1981,May,Catalonia,401,7166,Lightning,32,81,63
Spain,1981,October,Andalusia,143,8394,Lightning,36,21,52
USA,1981,October,California,494,59328,Lightning,18,15,12
USA,1981,July,Texas,211,34411,Unknown,35,69,25
USA,1981,October,Oregon,364,51398,Human,34,61,18
Brazil,1981,July,Amazonas,291,82083,Lightning,25,16,61
Brazil,1981,August,Mato Grosso,312,24144,Deforestation,26,17,63
Greece,1981,September,Athens,417,6406,Unknown,43,35,62
Greece,1981,June,Crete,421,98347,Human,46,42,14
Australia,1981,September,New South Wales,186,91567,Climate Change,37,18,18
Australia,1981,September,Victoria,446,27426,Lightning,36,14,22
Portugal,1981,September,Lisbon,11,49085,Climate Change,30,34,32
Portugal,1981,September,Porto,420,19315,Human,36,68,45
Italy,1981,September,Sicily,297,78257,Deforestation,34,67,16
Italy,1981,August,Sardinia,222,26348,Human,49,48,21
Russia,1981,September,Siberia,123,78377,Lightning,24,37,7
Russia,1981,July,Far East,35,37285,Lightning,42,72,66
Canada,1981,June,British Columbia,374,73744,Lightning,16,56,37
Canada,1981,May,Alberta,299,1338,Lightning,25,5,15
France,1981,October,Corsica,203,47098,Deforestation,36,64,28
France,1981,June,Provence,427,84129,Unknown,17,67,6
China,1981,October,Yunnan,193,35271,Lightning,46,76,15
China,1981,May,Sichuan,106,42689,Climate Change,15,69,58
India,1981,October,Madhya Pradesh,24,15700,Deforestation,40,48,68
India,1981,October,Assam,66,41696,Climate Change,25,76,35
Turkey,1982,October,Mugla,116,4532,Deforestation,48,92,6
Turkey,1982,September,Antalya,52,67667,Lightning,48,20,26
Turkey,1982,September,Izmir,332,9088,Unknown,39,27,35
Spain,1982,July,Catalonia,98,54741,Climate Change,48,36,30
Spain,1982,May,Andalusia,454,15132,Climate Change,22,22,50
USA,1982,May,California,241,13171,Climate Change,24,8,45
USA,1982,July,Texas,140,91602,Climate Change,33,68,41
USA,1982,July,Oregon,141,21761,Human,29,72,62
Brazil,1982,June,Amazonas,381,3066,Climate Change,31,61,55
Brazil,1982,July,Mato Grosso,440,78201,Climate Change,33,43,14
Greece,1982,October,Athens,99,58320,Lightning,28,77,64
Greece,1982,August,Crete,498,29500,Human,42,6,18
Australia,1982,July,New South Wales,440,20656,Lightning,17,41,25
Australia,1982,July,Victoria,6,36740,Unknown,36,81,11
Portugal,1982,May,Lisbon,66,85902,Climate Change,23,81,61
Portugal,1982,August,Porto,283,86414,Human,21,20,24
Italy,1982,June,Sicily,91,17628,Climate Change,20,69,60
Italy,1982,August,Sardinia,150,94788,Lightning,21,41,46
Russia,1982,October,Siberia,20,15163,Unknown,28,15,35
Russia,1982,August,Far East,108,95984,Unknown,42,44,17
Canada,1982,June,British Columbia,375,49251,Unknown,18,64,13
Canada,1982,September,Alberta,442,17044,Unknown,34,30,57
France,1982,June,Corsica,154,72364,Climate Change,31,53,3
France,1982,September,Provence,123,99946,Unknown,27,24,31
China,1982,July,Yunnan,355,54877,Deforestation,16,7,57
China,1982,May,Sichuan,372,12650,Climate Change,48,58,62
India,1982,September,Madhya Pradesh,20,91976,Deforestation,35,45,23
India,1982,July,Assam,186,55912,Human,28,45,36
Turkey,1983,October,Mugla,241,20243,Climate Change,43,14,19
Turkey,1983,July,Antalya,240,41523,Lightning,21,34,20
Turkey,1983,August,Izmir,219,81963,Human,35,30,29
Spain,1983,July,Catalonia,427,65028,Deforestation,43,24,21
Spain,1983,June,Andalusia,400,67803,Human,39,29,5
USA,1983,August,California,397,83186,Lightning,29,94,33
USA,1983,August,Texas,103,85783,Human,28,17,57
USA,1983,August,Oregon,432,30788,Deforestation,44,20,13
Brazil,1983,June,Amazonas,454,10869,Climate Change,43,28,13
Brazil,1983,August,Mato Grosso,64,85817,Unknown,15,47,56
Greece,1983,June,Athens,38,81683,Human,18,34,30
Greece,1983,June,Crete,472,31986,Human,31,68,62
Australia,1983,May,New South Wales,209,71119,Climate Change,21,12,69
Australia,1983,September,Victoria,449,37969,Lightning,36,84,30
Portugal,1983,May,Lisbon,446,61105,Lightning,27,71,31
Portugal,1983,June,Porto,58,28103,Climate Change,33,20,29
Italy,1983,August,Sicily,315,13682,Human,30,24,65
Italy,1983,May,Sardinia,85,88360,Climate Change,27,40,69
Russia,1983,September,Siberia,323,67171,Climate Change,20,28,54
Russia,1983,July,Far East,362,9313,Unknown,28,54,13
Canada,1983,July,British Columbia,480,7691,Human,19,73,7
Canada,1983,July,Alberta,233,79108,Deforestation,35,88,66
France,1983,May,Corsica,225,6123,Lightning,42,94,14
France,1983,August,Provence,489,41072,Human,37,90,22
China,1983,October,Yunnan,323,25857,Deforestation,18,80,33
China,1983,July,Sichuan,233,3946,Human,39,5,4
India,1983,August,Madhya Pradesh,303,88772,Human,41,39,55
India,1983,June,Assam,284,86626,Unknown,36,20,14
Turkey,1984,August,Mugla,360,12302,Deforestation,41,87,58
Turkey,1984,May,Antalya,457,60948,Human,33,40,16
Turkey,1984,August,Izmir,124,62078,Human,25,27,34
Spain,1984,May,Catalonia,242,65362,Climate Change,45,69,19
Spain,1984,June,Andalusia,266,84503,Human,44,72,33
USA,1984,June,California,239,59304,Human,19,65,12
USA,1984,July,Texas,223,83117,Human,22,53,25
USA,1984,May,Oregon,237,96846,Deforestation,16,59,12
Brazil,1984,July,Amazonas,277,7181,Climate Change,17,90,36
Brazil,1984,September,Mato Grosso,221,18085,Human,21,24,44
Greece,1984,October,Athens,59,19399,Deforestation,35,55,47
Greece,1984,July,Crete,360,26791,Deforestation,30,71,65
Australia,1984,June,New South Wales,261,41501,Human,21,92,19
Australia,1984,June,Victoria,164,76048,Human,24,77,50
Portugal,1984,May,Lisbon,485,29226,Unknown,42,91,54
Portugal,1984,August,Porto,340,26193,Lightning,28,40,35
Italy,1984,June,Sicily,20,2892,Climate Change,39,12,19
Italy,1984,August,Sardinia,180,63303,Deforestation,32,22,57
Russia,1984,July,Siberia,394,6873,Lightning,35,65,16
Russia,1984,July,Far East,36,46063,Climate Change,21,90,28
Canada,1984,September,British Columbia,39,98429,Climate Change,40,7,30
Canada,1984,June,Alberta,324,30975,Unknown,20,15,39
France,1984,October,Corsica,422,63284,Deforestation,48,90,30
France,1984,August,Provence,58,74432,Climate Change,24,78,10
China,1984,October,Yunnan,217,68016,Lightning,25,72,59
China,1984,October,Sichuan,260,77122,Human,48,39,34
India,1984,May,Madhya Pradesh,140,12785,Lightning,22,75,55
India,1984,September,Assam,115,59715,Deforestation,28,79,3
Turkey,1985,June,Mugla,193,49615,Human,28,93,49
Turkey,1985,July,Antalya,396,36123,Human,19,16,39
Turkey,1985,June,Izmir,286,16450,Climate Change,20,45,43
Spain,1985,May,Catalonia,257,5565,Deforestation,26,45,48
Spain,1985,October,Andalusia,389,24436,Human,43,57,32
USA,1985,October,California,140,15873,Climate Change,30,70,46
USA,1985,June,Texas,359,72182,Climate Change,18,87,51
USA,1985,May,Oregon,170,68950,Human,45,40,69
Brazil,1985,June,Amazonas,251,18739,Deforestation,19,91,37
Brazil,1985,May,Mato Grosso,433,18806,Unknown,31,70,40
Greece,1985,September,Athens,150,21194,Human,17,25,31
Greece,1985,July,Crete,282,31954,Climate Change,39,7,31
Australia,1985,September,New South Wales,40,69306,Unknown,45,33,60
Australia,1985,August,Victoria,465,460,Human,35,71,12
Portugal,1985,August,Lisbon,399,57684,Climate Change,40,57,15
Portugal,1985,June,Porto,35,4418,Unknown,24,30,21
Italy,1985,September,Sicily,48,43169,Human,29,13,25
Italy,1985,August,Sardinia,320,99767,Climate Change,46,87,36
Russia,1985,July,Siberia,356,36826,Climate Change,34,88,9
Russia,1985,June,Far East,487,6285,Climate Change,20,20,54
Canada,1985,September,British Columbia,439,95301,Deforestation,47,83,16
