Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude
Italy,1953,July,Sardinia,355,361.25,Climate Change,23,0.13,64,"[1951, 1961)",40.0912813,9.0305773
Russia,1953,September,Siberia,388,531.13,Lightning,40,0.18,39,"[1951, 1961)",61.0137,99.1967
Russia,1953,June,Far East,140,927.43,Climate Change,42,0.5,49,"[1951, 1961)",63.3109,135
Canada,1953,October,British Columbia,88,538.9,Human,21,0.12,3,"[1951, 1961)",55.001251,-125.002441
Canada,1953,May,Alberta,56,871.84,Climate Change,31,0.42,7,"[1951, 1961)",55.001251,-115.002136
France,1953,August,Corsica,183,484.28,Climate Change,36,0.34,3,"[1951, 1961)",42.188098,9.0683139
France,1953,June,Provence,40,930.99,Climate Change,23,0.69,51,"[1951, 1961)",44.0145,6.2116
China,1953,June,Yunnan,47,184,Climate Change,33,0.13,38,"[1951, 1961)",25.0453,102.7097
China,1953,July,Sichuan,96,183.27,Human,38,0.32,37,"[1951, 1961)",30.6509,104.0757
India,1953,August,Madhya Pradesh,324,711.74,Unknown,28,0.43,9,"[1951, 1961)",22.9734,78.6569
India,1953,August,Assam,275,13.86,Lightning,31,0.9,65,"[1951, 1961)",26.2006,92.9376
Turkey,1954,August,Mugla,214,546.83,Climate Change,30,0.73,3,"[1951, 1961)",37.2154,28.3634
Turkey,1954,August,Antalya,352,607.64,Human,41,0.35,42,"[1951, 1961)",36.8969,30.7133
Turkey,1954,August,Izmir,51,34.92,Lightning,43,0.05,58,"[1951, 1961)",38.4237,27.1428
Spain,1954,June,Catalonia,32,879.93,Lightning,36,0.45,20,"[1951, 1961)",41.5912,1.5209
Spain,1954,May,Andalusia,182,480.4,Deforestation,48,0.43,8,"[1951, 1961)",37.5443,4.7278
USA,1954,August,California,361,360.5,Unknown,29,0.28,27,"[1951, 1961)",36.7783,-118.755997
USA,1954,September,Texas,222,379.69,Lightning,24,0.21,3,"[1951, 1961)",31.9686,-98.5456116
USA,1954,September,Oregon,31,18.11,Lightning,23,0.9,24,"[1951, 1961)",43.8041,-120.737257
Brazil,1954,May,Amazonas,31,768.59,Climate Change,31,0.88,44,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1954,August,Mato Grosso,343,962.9,Unknown,21,0.74,26,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1954,May,Athens,63,112.48,Human,31,0.9,63,"[1951, 1961)",37.9755648,23.7348324
Greece,1954,May,Crete,433,509.33,Unknown,16,0.7,15,"[1951, 1961)",35.3084952,24.4633423
Australia,1954,September,New South Wales,249,418.83,Unknown,46,0.59,29,"[1951, 1961)",-31.8759835,147.2869493
Australia,1954,October,Victoria,221,129.03,Lightning,17,0.05,18,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1954,October,Lisbon,52,564.81,Climate Change,33,0.38,50,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1954,June,Porto,435,226.02,Deforestation,39,0.3,57,"[1951, 1961)",41.1502195,-8.6103497
Italy,1954,October,Sicily,274,320.49,Human,18,0.83,33,"[1951, 1961)",37.587794,14.155048
Italy,1954,June,Sardinia,338,274.85,Human,34,0.78,11,"[1951, 1961)",40.0912813,9.0305773
Russia,1954,July,Siberia,220,270.13,Climate Change,42,0.31,41,"[1951, 1961)",61.0137,99.1967
Russia,1954,May,Far East,131,454.44,Unknown,21,0.13,17,"[1951, 1961)",63.3109,135
Canada,1954,September,British Columbia,358,941.75,Deforestation,39,0.61,52,"[1951, 1961)",55.001251,-125.002441
Canada,1954,September,Alberta,388,788.43,Deforestation,31,0.41,14,"[1951, 1961)",55.001251,-115.002136
France,1954,October,Corsica,479,24.87,Human,46,0.12,57,"[1951, 1961)",42.188098,9.0683139
France,1954,September,Provence,108,905.5,Unknown,35,0.9,43,"[1951, 1961)",44.0145,6.2116
China,1954,June,Yunnan,462,865.79,Human,31,0.34,27,"[1951, 1961)",25.0453,102.7097
China,1954,September,Sichuan,385,223.53,Deforestation,35,0.21,47,"[1951, 1961)",30.6509,104.0757
India,1954,September,Madhya Pradesh,441,749.55,Climate Change,33,0.75,66,"[1951, 1961)",22.9734,78.6569
India,1954,September,Assam,381,265.37,Lightning,16,0.63,6,"[1951, 1961)",26.2006,92.9376
Turkey,1955,September,Mugla,291,115.67,Deforestation,44,0.52,7,"[1951, 1961)",37.2154,28.3634
Turkey,1955,September,Antalya,276,163.04,Unknown,45,0.38,65,"[1951, 1961)",36.8969,30.7133
Turkey,1955,September,Izmir,135,441.4,Deforestation,25,0.29,43,"[1951, 1961)",38.4237,27.1428
Spain,1955,June,Catalonia,178,943.66,Climate Change,24,0.26,30,"[1951, 1961)",41.5912,1.5209
Spain,1955,May,Andalusia,65,990.83,Deforestation,15,0.69,63,"[1951, 1961)",37.5443,4.7278
USA,1955,October,California,107,157.75,Climate Change,36,0.94,54,"[1951, 1961)",36.7783,-118.755997
USA,1955,October,Texas,164,934.21,Lightning,45,0.16,39,"[1951, 1961)",31.9686,-98.5456116
USA,1955,July,Oregon,198,434.15,Climate Change,25,0.29,36,"[1951, 1961)",43.8041,-120.737257
Brazil,1955,July,Amazonas,282,51.28,Deforestation,46,0.76,65,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1955,August,Mato Grosso,110,681.99,Lightning,18,0.24,10,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1955,June,Athens,362,78.04,Unknown,33,0.18,22,"[1951, 1961)",37.9755648,23.7348324
Greece,1955,July,Crete,297,67.41,Human,21,0.18,7,"[1951, 1961)",35.3084952,24.4633423
Australia,1955,September,New South Wales,19,173.23,Lightning,15,0.73,21,"[1951, 1961)",-31.8759835,147.2869493
Australia,1955,June,Victoria,246,946.93,Lightning,28,0.09,6,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1955,September,Lisbon,207,811.08,Unknown,29,0.23,65,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1955,October,Porto,166,434.19,Human,26,0.93,57,"[1951, 1961)",41.1502195,-8.6103497
Italy,1955,May,Sicily,206,584.6,Lightning,32,0.49,57,"[1951, 1961)",37.587794,14.155048
Italy,1955,June,Sardinia,62,218.11,Human,21,0.8,11,"[1951, 1961)",40.0912813,9.0305773
Russia,1955,September,Siberia,345,790.3,Climate Change,49,0.74,15,"[1951, 1961)",61.0137,99.1967
Russia,1955,August,Far East,497,810.13,Climate Change,49,0.56,39,"[1951, 1961)",63.3109,135
Canada,1955,August,British Columbia,476,62.14,Unknown,33,0.72,67,"[1951, 1961)",55.001251,-125.002441
Canada,1955,September,Alberta,450,36.77,Climate Change,44,0.34,52,"[1951, 1961)",55.001251,-115.002136
France,1955,October,Corsica,348,848.15,Human,24,0.86,20,"[1951, 1961)",42.188098,9.0683139
France,1955,May,Provence,407,407.63,Human,37,0.56,5,"[1951, 1961)",44.0145,6.2116
China,1955,October,Yunnan,264,359.44,Human,37,0.65,56,"[1951, 1961)",25.0453,102.7097
China,1955,July,Sichuan,17,591.21,Unknown,22,0.29,45,"[1951, 1961)",30.6509,104.0757
India,1955,August,Madhya Pradesh,342,395.33,Unknown,28,0.19,17,"[1951, 1961)",22.9734,78.6569
India,1955,June,Assam,162,154.89,Lightning,45,0.81,21,"[1951, 1961)",26.2006,92.9376
Turkey,1956,May,Mugla,374,47.42,Lightning,47,0.65,56,"[1951, 1961)",37.2154,28.3634
Turkey,1956,July,Antalya,12,258.27,Climate Change,21,0.06,7,"[1951, 1961)",36.8969,30.7133
Turkey,1956,August,Izmir,244,851.97,Unknown,46,0.49,43,"[1951, 1961)",38.4237,27.1428
Spain,1956,September,Catalonia,370,344.12,Deforestation,37,0.79,50,"[1951, 1961)",41.5912,1.5209
Spain,1956,June,Andalusia,199,595.02,Lightning,49,0.19,32,"[1951, 1961)",37.5443,4.7278
USA,1956,August,California,450,46.07,Human,34,0.29,2,"[1951, 1961)",36.7783,-118.755997
USA,1956,July,Texas,201,154.05,Lightning,48,0.7,19,"[1951, 1961)",31.9686,-98.5456116
USA,1956,September,Oregon,247,894.63,Lightning,25,0.66,33,"[1951, 1961)",43.8041,-120.737257
Brazil,1956,June,Amazonas,182,226.25,Unknown,24,0.9,23,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1956,July,Mato Grosso,471,236.04,Unknown,46,0.56,37,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1956,August,Athens,338,56.39,Human,35,0.68,62,"[1951, 1961)",37.9755648,23.7348324
Greece,1956,June,Crete,482,360.34,Unknown,45,0.31,59,"[1951, 1961)",35.3084952,24.4633423
Australia,1956,May,New South Wales,413,769.68,Climate Change,41,0.12,10,"[1951, 1961)",-31.8759835,147.2869493
Australia,1956,August,Victoria,253,816.12,Deforestation,29,0.41,40,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1956,October,Lisbon,215,301.08,Unknown,31,0.23,64,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1956,July,Porto,339,897.09,Deforestation,37,0.71,63,"[1951, 1961)",41.1502195,-8.6103497
Italy,1956,July,Sicily,150,842.2,Deforestation,34,0.62,51,"[1951, 1961)",37.587794,14.155048
Italy,1956,May,Sardinia,339,326.21,Climate Change,43,0.14,14,"[1951, 1961)",40.0912813,9.0305773
Russia,1956,June,Siberia,219,584.34,Unknown,17,0.89,54,"[1951, 1961)",61.0137,99.1967
Russia,1956,June,Far East,328,43.88,Human,47,0.74,8,"[1951, 1961)",63.3109,135
Canada,1956,July,British Columbia,176,17,Deforestation,40,0.48,13,"[1951, 1961)",55.001251,-125.002441
Canada,1956,October,Alberta,337,629.05,Unknown,34,0.42,60,"[1951, 1961)",55.001251,-115.002136
France,1956,June,Corsica,56,395.23,Climate Change,48,0.43,42,"[1951, 1961)",42.188098,9.0683139
France,1956,May,Provence,368,69.2,Human,29,0.36,9,"[1951, 1961)",44.0145,6.2116
China,1956,May,Yunnan,22,835.2,Human,19,0.86,37,"[1951, 1961)",25.0453,102.7097
China,1956,May,Sichuan,411,820.24,Lightning,38,0.21,23,"[1951, 1961)",30.6509,104.0757
India,1956,September,Madhya Pradesh,19,858.45,Lightning,39,0.57,22,"[1951, 1961)",22.9734,78.6569
India,1956,October,Assam,454,669.36,Unknown,33,0.7,15,"[1951, 1961)",26.2006,92.9376
Turkey,1957,August,Mugla,294,803.91,Deforestation,23,0.75,31,"[1951, 1961)",37.2154,28.3634
Turkey,1957,September,Antalya,479,624.98,Unknown,49,0.17,47,"[1951, 1961)",36.8969,30.7133
Turkey,1957,May,Izmir,497,80.25,Unknown,17,0.23,29,"[1951, 1961)",38.4237,27.1428
Spain,1957,May,Catalonia,497,972.58,Human,26,0.18,47,"[1951, 1961)",41.5912,1.5209
Spain,1957,July,Andalusia,275,147.42,Unknown,22,0.73,63,"[1951, 1961)",37.5443,4.7278
USA,1957,July,California,67,196.23,Unknown,38,0.1,58,"[1951, 1961)",36.7783,-118.755997
USA,1957,October,Texas,487,474.1,Climate Change,17,0.79,4,"[1951, 1961)",31.9686,-98.5456116
USA,1957,August,Oregon,334,670.12,Deforestation,24,0.37,68,"[1951, 1961)",43.8041,-120.737257
Brazil,1957,September,Amazonas,144,720.79,Climate Change,38,0.48,58,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1957,September,Mato Grosso,489,941.71,Unknown,35,0.8,52,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1957,September,Athens,64,906.46,Climate Change,20,0.77,66,"[1951, 1961)",37.9755648,23.7348324
Greece,1957,August,Crete,190,682.73,Human,36,0.38,57,"[1951, 1961)",35.3084952,24.4633423
Australia,1957,July,New South Wales,263,46.21,Unknown,35,0.06,57,"[1951, 1961)",-31.8759835,147.2869493
Australia,1957,June,Victoria,91,612.77,Unknown,44,0.82,38,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1957,May,Lisbon,38,872.44,Unknown,36,0.35,8,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1957,May,Porto,153,198.27,Unknown,33,0.52,12,"[1951, 1961)",41.1502195,-8.6103497
Italy,1957,September,Sicily,246,116.64,Unknown,37,0.19,45,"[1951, 1961)",37.587794,14.155048
Italy,1957,July,Sardinia,356,422.85,Human,35,0.55,59,"[1951, 1961)",40.0912813,9.0305773
Russia,1957,May,Siberia,348,687.17,Lightning,45,0.15,17,"[1951, 1961)",61.0137,99.1967
Russia,1957,September,Far East,205,747.42,Human,40,0.12,25,"[1951, 1961)",63.3109,135
Canada,1957,July,British Columbia,371,366.09,Lightning,36,0.59,63,"[1951, 1961)",55.001251,-125.002441
Canada,1957,August,Alberta,308,411.91,Climate Change,22,0.05,48,"[1951, 1961)",55.001251,-115.002136
France,1957,August,Corsica,249,177.1,Climate Change,38,0.51,19,"[1951, 1961)",42.188098,9.0683139
France,1957,August,Provence,416,348.64,Climate Change,44,0.05,47,"[1951, 1961)",44.0145,6.2116
China,1957,September,Yunnan,35,858.01,Deforestation,39,0.32,17,"[1951, 1961)",25.0453,102.7097
China,1957,October,Sichuan,441,506.13,Lightning,37,0.31,18,"[1951, 1961)",30.6509,104.0757
India,1957,September,Madhya Pradesh,182,256.11,Deforestation,31,0.65,51,"[1951, 1961)",22.9734,78.6569
India,1957,June,Assam,94,516.42,Unknown,22,0.59,59,"[1951, 1961)",26.2006,92.9376
Turkey,1958,September,Mugla,204,988.06,Climate Change,37,0.36,11,"[1951, 1961)",37.2154,28.3634
Turkey,1958,July,Antalya,181,46.44,Climate Change,17,0.55,12,"[1951, 1961)",36.8969,30.7133
Turkey,1958,October,Izmir,86,34.33,Deforestation,19,0.13,29,"[1951, 1961)",38.4237,27.1428
Spain,1958,July,Catalonia,480,379.5,Climate Change,35,0.66,47,"[1951, 1961)",41.5912,1.5209
Spain,1958,October,Andalusia,170,85.96,Deforestation,31,0.43,31,"[1951, 1961)",37.5443,4.7278
USA,1958,September,California,5,194.59,Deforestation,22,0.73,31,"[1951, 1961)",36.7783,-118.755997
USA,1958,July,Texas,12,429.64,Deforestation,44,0.83,37,"[1951, 1961)",31.9686,-98.5456116
USA,1958,August,Oregon,159,158.97,Climate Change,30,0.48,28,"[1951, 1961)",43.8041,-120.737257
Brazil,1958,September,Amazonas,257,270.98,Deforestation,29,0.32,8,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1958,October,Mato Grosso,246,119.85,Lightning,34,0.42,62,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1958,June,Athens,62,803.94,Unknown,32,0.54,53,"[1951, 1961)",37.9755648,23.7348324
Greece,1958,October,Crete,375,970.17,Climate Change,35,0.7,44,"[1951, 1961)",35.3084952,24.4633423
Australia,1958,June,New South Wales,155,305.12,Human,23,0.11,42,"[1951, 1961)",-31.8759835,147.2869493
Australia,1958,October,Victoria,69,405.49,Unknown,28,0.36,3,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1958,June,Lisbon,247,217.95,Unknown,39,0.53,9,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1958,August,Porto,195,676.01,Climate Change,37,0.36,9,"[1951, 1961)",41.1502195,-8.6103497
Italy,1958,September,Sicily,20,503.81,Deforestation,32,0.39,53,"[1951, 1961)",37.587794,14.155048
Italy,1958,September,Sardinia,351,216.84,Lightning,45,0.65,65,"[1951, 1961)",40.0912813,9.0305773
Russia,1958,September,Siberia,365,625.97,Deforestation,17,0.21,47,"[1951, 1961)",61.0137,99.1967
Russia,1958,October,Far East,295,391.23,Climate Change,18,0.65,18,"[1951, 1961)",63.3109,135
Canada,1958,August,British Columbia,182,593.25,Lightning,32,0.63,28,"[1951, 1961)",55.001251,-125.002441
Canada,1958,June,Alberta,270,413.91,Unknown,25,0.88,52,"[1951, 1961)",55.001251,-115.002136
France,1958,May,Corsica,287,852.86,Unknown,44,0.13,54,"[1951, 1961)",42.188098,9.0683139
France,1958,September,Provence,314,69.2,Human,18,0.68,52,"[1951, 1961)",44.0145,6.2116
China,1958,July,Yunnan,460,533.43,Unknown,37,0.83,32,"[1951, 1961)",25.0453,102.7097
China,1958,October,Sichuan,318,935.3,Lightning,32,0.08,23,"[1951, 1961)",30.6509,104.0757
India,1958,July,Madhya Pradesh,339,672.7,Human,28,0.52,66,"[1951, 1961)",22.9734,78.6569
India,1958,September,Assam,245,216.29,Lightning,30,0.42,11,"[1951, 1961)",26.2006,92.9376
Turkey,1959,June,Mugla,297,192.63,Unknown,34,0.53,15,"[1951, 1961)",37.2154,28.3634
Turkey,1959,October,Antalya,167,771.84,Unknown,32,0.48,67,"[1951, 1961)",36.8969,30.7133
Turkey,1959,June,Izmir,447,65.16,Lightning,32,0.26,59,"[1951, 1961)",38.4237,27.1428
Spain,1959,September,Catalonia,5,883.79,Climate Change,39,0.35,32,"[1951, 1961)",41.5912,1.5209
Spain,1959,June,Andalusia,407,183.28,Unknown,24,0.26,24,"[1951, 1961)",37.5443,4.7278
USA,1959,August,California,219,906.1,Lightning,17,0.91,21,"[1951, 1961)",36.7783,-118.755997
USA,1959,September,Texas,113,661.87,Human,22,0.22,42,"[1951, 1961)",31.9686,-98.5456116
USA,1959,October,Oregon,415,401.78,Climate Change,19,0.77,8,"[1951, 1961)",43.8041,-120.737257
Brazil,1959,May,Amazonas,472,390.21,Lightning,18,0.28,42,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1959,May,Mato Grosso,405,268.32,Deforestation,21,0.77,13,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1959,September,Athens,263,628.98,Climate Change,24,0.37,47,"[1951, 1961)",37.9755648,23.7348324
Greece,1959,July,Crete,312,212.59,Human,18,0.72,30,"[1951, 1961)",35.3084952,24.4633423
Australia,1959,September,New South Wales,194,961.59,Unknown,34,0.45,66,"[1951, 1961)",-31.8759835,147.2869493
Australia,1959,October,Victoria,452,900.34,Lightning,34,0.41,65,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1959,July,Lisbon,346,871.73,Deforestation,31,0.66,25,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1959,July,Porto,369,355.16,Deforestation,29,0.54,30,"[1951, 1961)",41.1502195,-8.6103497
Italy,1959,June,Sicily,36,851.78,Human,28,0.72,65,"[1951, 1961)",37.587794,14.155048
Italy,1959,August,Sardinia,32,904.81,Unknown,48,0.81,40,"[1951, 1961)",40.0912813,9.0305773
Russia,1959,August,Siberia,196,94.04,Human,42,0.21,56,"[1951, 1961)",61.0137,99.1967
Russia,1959,June,Far East,84,27.93,Deforestation,17,0.45,61,"[1951, 1961)",63.3109,135
Canada,1959,September,British Columbia,302,660.07,Climate Change,31,0.75,29,"[1951, 1961)",55.001251,-125.002441
Canada,1959,October,Alberta,17,395.19,Human,29,0.4,16,"[1951, 1961)",55.001251,-115.002136
France,1959,October,Corsica,121,393.42,Unknown,49,0.56,11,"[1951, 1961)",42.188098,9.0683139
France,1959,October,Provence,177,630.69,Climate Change,43,0.27,58,"[1951, 1961)",44.0145,6.2116
China,1959,June,Yunnan,25,2.11,Deforestation,24,0.8,31,"[1951, 1961)",25.0453,102.7097
China,1959,September,Sichuan,311,412.2,Lightning,28,0.26,65,"[1951, 1961)",30.6509,104.0757
India,1959,September,Madhya Pradesh,389,866.12,Deforestation,29,0.4,48,"[1951, 1961)",22.9734,78.6569
India,1959,October,Assam,218,892.19,Lightning,47,0.43,24,"[1951, 1961)",26.2006,92.9376
Turkey,1960,July,Mugla,187,72.69,Lightning,43,0.71,37,"[1951, 1961)",37.2154,28.3634
Turkey,1960,September,Antalya,379,250.96,Human,37,0.49,17,"[1951, 1961)",36.8969,30.7133
Turkey,1960,June,Izmir,310,540.52,Lightning,29,0.52,50,"[1951, 1961)",38.4237,27.1428
Spain,1960,May,Catalonia,176,305.73,Unknown,20,0.12,46,"[1951, 1961)",41.5912,1.5209
Spain,1960,June,Andalusia,228,69.34,Lightning,18,0.43,25,"[1951, 1961)",37.5443,4.7278
USA,1960,June,California,285,889.67,Lightning,26,0.05,51,"[1951, 1961)",36.7783,-118.755997
USA,1960,May,Texas,212,125.2,Deforestation,18,0.1,27,"[1951, 1961)",31.9686,-98.5456116
USA,1960,May,Oregon,107,980.11,Human,28,0.59,10,"[1951, 1961)",43.8041,-120.737257
Brazil,1960,September,Amazonas,182,416.98,Climate Change,34,0.76,22,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1960,May,Mato Grosso,109,181.66,Climate Change,45,0.1,5,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1960,July,Athens,353,779.65,Deforestation,15,0.59,16,"[1951, 1961)",37.9755648,23.7348324
Greece,1960,September,Crete,178,564.77,Human,33,0.43,4,"[1951, 1961)",35.3084952,24.4633423
Australia,1960,October,New South Wales,295,704.93,Human,43,0.54,63,"[1951, 1961)",-31.8759835,147.2869493
Australia,1960,August,Victoria,378,733.29,Deforestation,42,0.62,31,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1960,June,Lisbon,395,929.38,Climate Change,49,0.56,15,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1960,September,Porto,296,278.38,Climate Change,36,0.76,16,"[1951, 1961)",41.1502195,-8.6103497
Italy,1960,May,Sicily,73,48.99,Unknown,25,0.22,43,"[1951, 1961)",37.587794,14.155048
Italy,1960,May,Sardinia,34,606.58,Climate Change,30,0.77,35,"[1951, 1961)",40.0912813,9.0305773
Russia,1960,July,Siberia,273,888.3,Human,19,0.9,32,"[1951, 1961)",61.0137,99.1967
Russia,1960,July,Far East,290,217.52,Deforestation,20,0.36,43,"[1951, 1961)",63.3109,135
Canada,1960,September,British Columbia,194,115.8,Deforestation,36,0.92,40,"[1951, 1961)",55.001251,-125.002441
Canada,1960,October,Alberta,418,31.06,Lightning,46,0.35,41,"[1951, 1961)",55.001251,-115.002136
France,1960,May,Corsica,195,312.39,Lightning,27,0.14,33,"[1951, 1961)",42.188098,9.0683139
France,1960,May,Provence,168,701.43,Lightning,22,0.84,2,"[1951, 1961)",44.0145,6.2116
China,1960,October,Yunnan,385,159.19,Human,42,0.49,59,"[1951, 1961)",25.0453,102.7097
China,1960,May,Sichuan,389,206.11,Deforestation,38,0.78,37,"[1951, 1961)",30.6509,104.0757
India,1960,May,Madhya Pradesh,256,985.17,Deforestation,24,0.87,46,"[1951, 1961)",22.9734,78.6569
India,1960,June,Assam,97,635.27,Climate Change,43,0.85,11,"[1951, 1961)",26.2006,92.9376
Turkey,1961,July,Mugla,377,587,Unknown,45,0.25,61,"[1961, 1971)",37.2154,28.3634
Turkey,1961,July,Antalya,318,225.4,Climate Change,40,0.55,37,"[1961, 1971)",36.8969,30.7133
Turkey,1961,August,Izmir,213,152.54,Deforestation,28,0.53,2,"[1961, 1971)",38.4237,27.1428
Spain,1961,May,Catalonia,149,144.19,Lightning,48,0.18,60,"[1961, 1971)",41.5912,1.5209
Spain,1961,May,Andalusia,263,583.09,Human,16,0.38,10,"[1961, 1971)",37.5443,4.7278
USA,1961,October,California,88,88.24,Climate Change,39,0.48,26,"[1961, 1971)",36.7783,-118.755997
USA,1961,May,Texas,107,704.33,Unknown,40,0.61,38,"[1961, 1971)",31.9686,-98.5456116
USA,1961,September,Oregon,336,898.51,Lightning,34,0.13,30,"[1961, 1971)",43.8041,-120.737257
Brazil,1961,July,Amazonas,152,241.22,Deforestation,41,0.89,45,"[1961, 1971)",-3.0967614,-65.8561
Brazil,1961,July,Mato Grosso,117,36.26,Lightning,37,0.19,14,"[1961, 1971)",-12.2115009,-55.5716547
Greece,1961,August,Athens,136,971.79,Human,48,0.38,18,"[1961, 1971)",37.9755648,23.7348324
Greece,1961,August,Crete,274,760.37,Deforestation,27,0.59,67,"[1961, 1971)",35.3084952,24.4633423
Australia,1961,June,New South Wales,121,326.48,Unknown,26,0.3,62,"[1961, 1971)",-31.8759835,147.2869493
Australia,1961,August,Victoria,327,887.59,Lightning,32,0.57,64,"[1961, 1971)",-36.5986096,144.6780052
